asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,warranty_expiry,condition,status,apartment_code
VH-CO-B32-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B32-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B32-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B32-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B32-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B32-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B32-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B32-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B32-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B32-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B32-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B32-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B32-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B32-0001,CNA1812001318,Preethi,null,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B32-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,null,good,allocated,null
VH-MA-B32-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B32-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B32-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B32-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MW-B32-0001,0BFE7WDM502894M,Samsung,MS23K3513AK/TL,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B32-0001,null,Haier,HRD-1703/2018,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B32-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-04-06,7000.00,null,good,allocated,null
VH-SS-B32-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B32-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-B32-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B32-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B32-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-B32-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B32-0001,T62CG#18LH2#004235,Onida,CRYSTAL,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B32-0001,19070038603523,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B32-0002,19070038603524,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B33-0001,null,Samsung,AR12RG3BAWK/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B33-0002,null,Samsung,AR12RG3BAWK/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B33-0003,BCX0P9AM800065B,Samsung,AR12RG3BAWKNNA,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-B33-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B33-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B33-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-B33-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B33-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B33-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B33-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B33-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B33-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B33-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B33-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B33-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B33-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B33-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B33-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B33-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B33-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B33-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B33-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B33-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B33-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B33-0001,LI04248378880,Judge,Optima Plus,Induction Stove,Appliances,2025-02-21,1890.00,null,good,allocated,null
VH-MA-B33-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,null,new,allocated,null
VH-MA-B33-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B33-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B33-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B33-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MW-B33-0001,0BFE7WDM502904T,Samsung,MS23K3513AK/TL MAY 2019,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B33-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B33-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-07-16,7000.00,null,good,allocated,null
VH-SS-B33-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B33-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-B33-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B33-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B33-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-B33-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B33-0001,null,null,null,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B33-0001,null,null,null,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B33-0002,19070038606525,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B33-0003,19070038603498,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B34-0001,null,IFB,IAFS12ZA3T3C/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B34-0002,null,IFB,IAFS12XA3T3C/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B34-0003,null,IFB,IAFS12XA3T3C/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-B34-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B34-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B34-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B34-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B34-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-B34-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B34-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B34-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B34-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B34-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17,5950.00,null,good,allocated,null
VH-CO-B34-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B34-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B34-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B34-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B34-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B34-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B34-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B34-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B34-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B34-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B34-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B34-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B34-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B34-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B34-0001,MB41134F25041846,Judge,null,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B34-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B34-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B34-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B34-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B34-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MW-B34-0001,256PULCTEU04359,Panasonic,NN-ST26JMFDG,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B34-0001,null,Haier,HRD-1703/2018,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B34-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-10-23,7000.00,null,good,allocated,null
VH-SS-B34-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B34-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-B34-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B34-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B34-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-B34-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B34-0001,null,Panasonic,NA-F65C1CRB/2022,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B34-0001,190700386034,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B34-0002,19070038603497,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B41-0001,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B41-0002,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B41-0003,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B41-0004,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-B41-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B41-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-B41-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B41-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B41-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B41-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B41-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-01-01,6950.00,null,good,allocated,null
VH-CO-B41-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B41-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B41-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B41-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B41-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B41-0007,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B41-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B41-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B41-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B41-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B41-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B41-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B41-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B41-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B41-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B41-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B41-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B41-0001,BB03KC1376A4082,Impex,OMEGA H2A,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B41-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B41-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B41-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B41-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B41-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B41-0006,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MW-B41-0001,247PULCTEU02501,Panasonic,NN-ST26JMFDG,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B41-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B41-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-06-18,7000.00,null,new,allocated,null
VH-SS-B41-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-ST-B41-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B41-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B41-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B41-0004,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-WM-B41-0001,03wh5pbm504084t,Samsung,wa60m4100hy 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B41-0001,19020038613736,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B41-0002,19020038613735,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B41-0003,19023033513737,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B42-0001,null,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B42-0002,SE190029500,Hitachi,RSG312HCDOBW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B42-0003,null,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-B42-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B42-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B42-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B42-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B42-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-B42-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B42-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B42-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B42-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B42-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B42-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B42-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B42-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B42-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B42-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B42-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B42-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B42-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B42-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B42-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B42-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B42-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B42-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B42-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B42-0001,E201012256971,Bajaj,MAJESTY SLIM,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B42-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B42-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B42-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B42-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B42-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MW-B42-0001,0CDM7WDW200588L,Samsung,MG23A3515AK/TL,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B42-0001,null,Croma,CRAR0216/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B42-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-11-07,7000.00,null,new,allocated,null
VH-SS-B42-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B42-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-B42-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B42-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B42-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-B42-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B42-0001,03WH5PBMA03639W,Samsung,WA60M4100HY 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B42-0001,18090038608132,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B42-0002,18090038608134,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B43-0001,A2551R03146,Vestar,VASKR123X5H,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B43-0002,SE190O29475,Hitachi,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B43-0003,500785439243000000,Camiro,Campt-12C,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-B43-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B43-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B43-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B43-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B43-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-B43-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B43-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B43-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B43-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B43-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B43-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B43-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B43-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B43-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B43-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B43-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B43-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B43-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B43-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B43-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B43-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B43-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B43-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B43-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B43-0001,E201072115834,Bajaj,Majesty Slim,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B43-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B43-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B43-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B43-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MW-B43-0001,5008180815020540,IFB,17PM-MEC1,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B43-0001,null,Haier,HRD-1703/2018,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B43-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-08-02,7000.00,null,good,allocated,null
VH-SS-B43-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B43-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-B43-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B43-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B43-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-WM-B43-0001,03WH5PBM504084T,Samsung,WA60M4100HY 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B43-0001,18090038608136,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B43-0002,18090038608137,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-B44-0001,null,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B44-0002,A2551R03192,Vestar,VASKR123X5H,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B44-0003,A2551R03272,Vestar,VASKR123X5H,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-B44-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B44-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B44-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B44-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-B44-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-B44-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B44-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B44-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B44-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-B44-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B44-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B44-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B44-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B44-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-B44-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B44-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B44-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B44-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B44-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-B44-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-B44-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B44-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B44-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B44-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-B44-0001,GCISB11918R1,Green chef,SPECTRA+,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-B44-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B44-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B44-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B44-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B44-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MW-B44-0001,0BFE7WDM502886T,Samsung,MS23K3513AK/TL,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-B44-0001,null,Haier,HRD-1703/2018,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-B44-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-06-16,7000.00,null,good,allocated,null
VH-SS-B44-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-B44-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
